num_zon,nom_localidade,num_local,nom_local,des_endereco,num_cep,nom_bairro,num_secao,qtd_aptos
32,VILA VELHA,1627,COLÉGIO MARISTA,"AV. CHAMPAGNAT, 925",29100011,CENTRO,620,357
32,VILA VELHA,1627,COLÉGIO MARISTA,"AV. CHAMPAGNAT, 925",29100011,CENTRO,662,357
32,VILA VELHA,1627,COLÉGIO MARISTA,"AV. CHAMPAGNAT, 925",29100011,CENTRO,907,357
32,VILA VELHA,1627,COLÉGIO MARISTA,"AV. CHAMPAGNAT, 925",29100011,CENTRO,911,357
32,VILA VELHA,1090,UMEF PROFESSOR LUIZ MALIZECK,"RUA ANTÔNIO FANTINI, S/N",29101620,DIVINO ESPÍRITO SANTO,515,217
32,VILA VELHA,1090,UMEF PROFESSOR LUIZ MALIZECK,"RUA ANTÔNIO FANTINI, S/N",29101620,DIVINO ESPÍRITO SANTO,525,215
32,VILA VELHA,1090,UMEF PROFESSOR LUIZ MALIZECK,"RUA ANTÔNIO FANTINI, S/N",29101620,DIVINO ESPÍRITO SANTO,540,220
32,VILA VELHA,1090,UMEF PROFESSOR LUIZ MALIZECK,"RUA ANTÔNIO FANTINI, S/N",29101620,DIVINO ESPÍRITO SANTO,545,212
32,VILA VELHA,1090,UMEF PROFESSOR LUIZ MALIZECK,"RUA ANTÔNIO FANTINI, S/N",29101620,DIVINO ESPÍRITO SANTO,554,214
32,VILA VELHA,1090,UMEF PROFESSOR LUIZ MALIZECK,"RUA ANTÔNIO FANTINI, S/N",29101620,DIVINO ESPÍRITO SANTO,559,216
32,VILA VELHA,1090,UMEF PROFESSOR LUIZ MALIZECK,"RUA ANTÔNIO FANTINI, S/N",29101620,DIVINO ESPÍRITO SANTO,623,212
32,VILA VELHA,2054,EEEFM AGENOR DE SOUZA LÉ,"R. ALAN KARDEC,  S/ N",29107240,DIVINO ESPÍRITO SANTO,626,196
32,VILA VELHA,2054,EEEFM AGENOR DE SOUZA LÉ,"R. ALAN KARDEC,  S/ N",29107240,DIVINO ESPÍRITO SANTO,627,195
32,VILA VELHA,2054,EEEFM AGENOR DE SOUZA LÉ,"R. ALAN KARDEC,  S/ N",29107240,DIVINO ESPÍRITO SANTO,628,197
32,VILA VELHA,2054,EEEFM AGENOR DE SOUZA LÉ,"R. ALAN KARDEC,  S/ N",29107240,DIVINO ESPÍRITO SANTO,629,199
32,VILA VELHA,2054,EEEFM AGENOR DE SOUZA LÉ,"R. ALAN KARDEC,  S/ N",29107240,DIVINO ESPÍRITO SANTO,630,196
32,VILA VELHA,2054,EEEFM AGENOR DE SOUZA LÉ,"R. ALAN KARDEC,  S/ N",29107240,DIVINO ESPÍRITO SANTO,631,195
32,VILA VELHA,2054,EEEFM AGENOR DE SOUZA LÉ,"R. ALAN KARDEC,  S/ N",29107240,DIVINO ESPÍRITO SANTO,632,192
32,VILA VELHA,2054,EEEFM AGENOR DE SOUZA LÉ,"R. ALAN KARDEC,  S/ N",29107240,DIVINO ESPÍRITO SANTO,633,201
32,VILA VELHA,2054,EEEFM AGENOR DE SOUZA LÉ,"R. ALAN KARDEC,  S/ N",29107240,DIVINO ESPÍRITO SANTO,634,200
32,VILA VELHA,2054,EEEFM AGENOR DE SOUZA LÉ,"R. ALAN KARDEC,  S/ N",29107240,DIVINO ESPÍRITO SANTO,635,200
32,VILA VELHA,2054,EEEFM AGENOR DE SOUZA LÉ,"R. ALAN KARDEC,  S/ N",29107240,DIVINO ESPÍRITO SANTO,636,191
32,VILA VELHA,2054,EEEFM AGENOR DE SOUZA LÉ,"R. ALAN KARDEC,  S/ N",29107240,DIVINO ESPÍRITO SANTO,637,195
32,VILA VELHA,2054,EEEFM AGENOR DE SOUZA LÉ,"R. ALAN KARDEC,  S/ N",29107240,DIVINO ESPÍRITO SANTO,638,196
32,VILA VELHA,2054,EEEFM AGENOR DE SOUZA LÉ,"R. ALAN KARDEC,  S/ N",29107240,DIVINO ESPÍRITO SANTO,639,194
32,VILA VELHA,2054,EEEFM AGENOR DE SOUZA LÉ,"R. ALAN KARDEC,  S/ N",29107240,DIVINO ESPÍRITO SANTO,640,191
32,VILA VELHA,2054,EEEFM AGENOR DE SOUZA LÉ,"R. ALAN KARDEC,  S/ N",29107240,DIVINO ESPÍRITO SANTO,641,196
32,VILA VELHA,2143,UMEI MARIA DA GLÓRIA RAUTA,"RUA SÃO JOSÉ, S/N",29120160,DOM JOÃO BATISTA,931,298
32,VILA VELHA,2143,UMEI MARIA DA GLÓRIA RAUTA,"RUA SÃO JOSÉ, S/N",29120160,DOM JOÃO BATISTA,960,231
32,VILA VELHA,1252,UMEF DESEMBARGADOR ,"R. SANTA TEREZINHA, 01",29106570,GLÓRIA,136,332
32,VILA VELHA,1252,UMEF DESEMBARGADOR ,"R. SANTA TEREZINHA, 01",29106570,GLÓRIA,137,326
32,VILA VELHA,1252,UMEF DESEMBARGADOR ,"R. SANTA TEREZINHA, 01",29106570,GLÓRIA,138,320
32,VILA VELHA,1252,UMEF DESEMBARGADOR ,"R. SANTA TEREZINHA, 01",29106570,GLÓRIA,139,322
32,VILA VELHA,1252,UMEF DESEMBARGADOR ,"R. SANTA TEREZINHA, 01",29106570,GLÓRIA,140,327
32,VILA VELHA,1252,UMEF DESEMBARGADOR ,"R. SANTA TEREZINHA, 01",29106570,GLÓRIA,141,332
32,VILA VELHA,1252,UMEF DESEMBARGADOR ,"R. SANTA TEREZINHA, 01",29106570,GLÓRIA,142,325
32,VILA VELHA,1252,UMEF DESEMBARGADOR ,"R. SANTA TEREZINHA, 01",29106570,GLÓRIA,581,328
32,VILA VELHA,1252,UMEF DESEMBARGADOR ,"R. SANTA TEREZINHA, 01",29106570,GLÓRIA,664,323
32,VILA VELHA,1252,UMEF DESEMBARGADOR ,"R. SANTA TEREZINHA, 01",29106570,GLÓRIA,930,330
32,VILA VELHA,1252,UMEF DESEMBARGADOR ,"R. SANTA TEREZINHA, 01",29106570,GLÓRIA,947,324
32,VILA VELHA,1260,UMEF NAYDES BRANDÃO,"PRAÇA HENRIQUE MEYERFREUND, 255",29122680,GLÓRIA,147,232
32,VILA VELHA,1260,UMEF NAYDES BRANDÃO,"PRAÇA HENRIQUE MEYERFREUND, 255",29122680,GLÓRIA,148,229
32,VILA VELHA,1260,UMEF NAYDES BRANDÃO,"PRAÇA HENRIQUE MEYERFREUND, 255",29122680,GLÓRIA,149,235
32,VILA VELHA,1260,UMEF NAYDES BRANDÃO,"PRAÇA HENRIQUE MEYERFREUND, 255",29122680,GLÓRIA,150,235
32,VILA VELHA,1260,UMEF NAYDES BRANDÃO,"PRAÇA HENRIQUE MEYERFREUND, 255",29122680,GLÓRIA,151,234
32,VILA VELHA,1260,UMEF NAYDES BRANDÃO,"PRAÇA HENRIQUE MEYERFREUND, 255",29122680,GLÓRIA,152,234
32,VILA VELHA,1260,UMEF NAYDES BRANDÃO,"PRAÇA HENRIQUE MEYERFREUND, 255",29122680,GLÓRIA,153,235
32,VILA VELHA,1260,UMEF NAYDES BRANDÃO,"PRAÇA HENRIQUE MEYERFREUND, 255",29122680,GLÓRIA,154,231
32,VILA VELHA,1260,UMEF NAYDES BRANDÃO,"PRAÇA HENRIQUE MEYERFREUND, 255",29122680,GLÓRIA,613,231
32,VILA VELHA,1287,EEEFM LUIZ MANOEL VELLOZO,"R. MOURISCO, S/ N",29122070,GLÓRIA,131,305
32,VILA VELHA,1287,EEEFM LUIZ MANOEL VELLOZO,"R. MOURISCO, S/ N",29122070,GLÓRIA,132,309
32,VILA VELHA,1287,EEEFM LUIZ MANOEL VELLOZO,"R. MOURISCO, S/ N",29122070,GLÓRIA,133,304
32,VILA VELHA,1287,EEEFM LUIZ MANOEL VELLOZO,"R. MOURISCO, S/ N",29122070,GLÓRIA,134,305
32,VILA VELHA,1287,EEEFM LUIZ MANOEL VELLOZO,"R. MOURISCO, S/ N",29122070,GLÓRIA,135,307
32,VILA VELHA,1287,EEEFM LUIZ MANOEL VELLOZO,"R. MOURISCO, S/ N",29122070,GLÓRIA,143,306
32,VILA VELHA,1287,EEEFM LUIZ MANOEL VELLOZO,"R. MOURISCO, S/ N",29122070,GLÓRIA,144,315
32,VILA VELHA,1287,EEEFM LUIZ MANOEL VELLOZO,"R. MOURISCO, S/ N",29122070,GLÓRIA,145,313
32,VILA VELHA,1287,EEEFM LUIZ MANOEL VELLOZO,"R. MOURISCO, S/ N",29122070,GLÓRIA,146,306
32,VILA VELHA,1287,EEEFM LUIZ MANOEL VELLOZO,"R. MOURISCO, S/ N",29122070,GLÓRIA,164,309
32,VILA VELHA,1287,EEEFM LUIZ MANOEL VELLOZO,"R. MOURISCO, S/ N",29122070,GLÓRIA,905,307
32,VILA VELHA,1287,EEEFM LUIZ MANOEL VELLOZO,"R. MOURISCO, S/ N",29122070,GLÓRIA,952,307
32,VILA VELHA,2119,IGREJA BATISTA DA GLÓRIA,"R. SANTA CRUZ, 61",29122310,GLÓRIA,926,164
32,VILA VELHA,2119,IGREJA BATISTA DA GLÓRIA,"R. SANTA CRUZ, 61",29122310,GLÓRIA,933,302
32,VILA VELHA,2119,IGREJA BATISTA DA GLÓRIA,"R. SANTA CRUZ, 61",29122310,GLÓRIA,962,162
32,VILA VELHA,1864,UMEF MÁRIO CASA NOVA,"R. ESTEVÃO WANDERKOKEN, S/ N",29115827,ILHA DA CONCEIÇÃO,462,289
32,VILA VELHA,1864,UMEF MÁRIO CASA NOVA,"R. ESTEVÃO WANDERKOKEN, S/ N",29115827,ILHA DA CONCEIÇÃO,509,291
32,VILA VELHA,1864,UMEF MÁRIO CASA NOVA,"R. ESTEVÃO WANDERKOKEN, S/ N",29115827,ILHA DA CONCEIÇÃO,558,289
32,VILA VELHA,1864,UMEF MÁRIO CASA NOVA,"R. ESTEVÃO WANDERKOKEN, S/ N",29115827,ILHA DA CONCEIÇÃO,595,290
32,VILA VELHA,1864,UMEF MÁRIO CASA NOVA,"R. ESTEVÃO WANDERKOKEN, S/ N",29115827,ILHA DA CONCEIÇÃO,908,292
32,VILA VELHA,1864,UMEF MÁRIO CASA NOVA,"R. ESTEVÃO WANDERKOKEN, S/ N",29115827,ILHA DA CONCEIÇÃO,937,294
32,VILA VELHA,1333,UMEF ANTÔNIA MALBAR,"R. BASÍLIO COSTALONGA, 215",29115560,ILHA DAS FLORES,193,303
32,VILA VELHA,1333,UMEF ANTÔNIA MALBAR,"R. BASÍLIO COSTALONGA, 215",29115560,ILHA DAS FLORES,194,304
32,VILA VELHA,1333,UMEF ANTÔNIA MALBAR,"R. BASÍLIO COSTALONGA, 215",29115560,ILHA DAS FLORES,195,304
32,VILA VELHA,1333,UMEF ANTÔNIA MALBAR,"R. BASÍLIO COSTALONGA, 215",29115560,ILHA DAS FLORES,196,303
32,VILA VELHA,1333,UMEF ANTÔNIA MALBAR,"R. BASÍLIO COSTALONGA, 215",29115560,ILHA DAS FLORES,197,303
32,VILA VELHA,1333,UMEF ANTÔNIA MALBAR,"R. BASÍLIO COSTALONGA, 215",29115560,ILHA DAS FLORES,198,300
32,VILA VELHA,1333,UMEF ANTÔNIA MALBAR,"R. BASÍLIO COSTALONGA, 215",29115560,ILHA DAS FLORES,199,298
32,VILA VELHA,1848,EEEM DR. FRANCISCO ,"R. ANTÔNIO ABRAÃO, S/ N (TEL 32262953)",29115550,ILHA DAS FLORES,467,341
32,VILA VELHA,1848,EEEM DR. FRANCISCO ,"R. ANTÔNIO ABRAÃO, S/ N (TEL 32262953)",29115550,ILHA DAS FLORES,494,341
32,VILA VELHA,1848,EEEM DR. FRANCISCO ,"R. ANTÔNIO ABRAÃO, S/ N (TEL 32262953)",29115550,ILHA DAS FLORES,572,344
32,VILA VELHA,1848,EEEM DR. FRANCISCO ,"R. ANTÔNIO ABRAÃO, S/ N (TEL 32262953)",29115550,ILHA DAS FLORES,598,336
32,VILA VELHA,1848,EEEM DR. FRANCISCO ,"R. ANTÔNIO ABRAÃO, S/ N (TEL 32262953)",29115550,ILHA DAS FLORES,652,342
32,VILA VELHA,1848,EEEM DR. FRANCISCO ,"R. ANTÔNIO ABRAÃO, S/ N (TEL 32262953)",29115550,ILHA DAS FLORES,938,340
32,VILA VELHA,2020,UMEFTI MACIONÍLIA MAURÍCIO BUENO,"R PAULO NATALI, 01",29115360,ILHA DAS FLORES,609,268
32,VILA VELHA,2020,UMEFTI MACIONÍLIA MAURÍCIO BUENO,"R PAULO NATALI, 01",29115360,ILHA DAS FLORES,953,167
32,VILA VELHA,2062,UMEF IRMÃ FELICIANA GARCIA,"R. IPÊ, S/N",29106670,ILHA DOS AIRES,642,254
32,VILA VELHA,2062,UMEF IRMÃ FELICIANA GARCIA,"R. IPÊ, S/N",29106670,ILHA DOS AIRES,643,250
32,VILA VELHA,2062,UMEF IRMÃ FELICIANA GARCIA,"R. IPÊ, S/N",29106670,ILHA DOS AIRES,644,250
32,VILA VELHA,2062,UMEF IRMÃ FELICIANA GARCIA,"R. IPÊ, S/N",29106670,ILHA DOS AIRES,645,245
32,VILA VELHA,2062,UMEF IRMÃ FELICIANA GARCIA,"R. IPÊ, S/N",29106670,ILHA DOS AIRES,646,245
32,VILA VELHA,2062,UMEF IRMÃ FELICIANA GARCIA,"R. IPÊ, S/N",29106670,ILHA DOS AIRES,647,251
32,VILA VELHA,2062,UMEF IRMÃ FELICIANA GARCIA,"R. IPÊ, S/N",29106670,ILHA DOS AIRES,648,246
32,VILA VELHA,1236,CENTRO CASTRO ALVES DE ENSINO,"R. CURITIBA, 940",29101558,ITAPOÃ,124,334
32,VILA VELHA,1236,CENTRO CASTRO ALVES DE ENSINO,"R. CURITIBA, 940",29101558,ITAPOÃ,125,335
32,VILA VELHA,1236,CENTRO CASTRO ALVES DE ENSINO,"R. CURITIBA, 940",29101558,ITAPOÃ,126,338
32,VILA VELHA,1236,CENTRO CASTRO ALVES DE ENSINO,"R. CURITIBA, 940",29101558,ITAPOÃ,127,328
32,VILA VELHA,1236,CENTRO CASTRO ALVES DE ENSINO,"R. CURITIBA, 940",29101558,ITAPOÃ,128,336
32,VILA VELHA,1236,CENTRO CASTRO ALVES DE ENSINO,"R. CURITIBA, 940",29101558,ITAPOÃ,129,338
32,VILA VELHA,1236,CENTRO CASTRO ALVES DE ENSINO,"R. CURITIBA, 940",29101558,ITAPOÃ,130,340
32,VILA VELHA,1236,CENTRO CASTRO ALVES DE ENSINO,"R. CURITIBA, 940",29101558,ITAPOÃ,550,335
32,VILA VELHA,1236,CENTRO CASTRO ALVES DE ENSINO,"R. CURITIBA, 940",29101558,ITAPOÃ,562,326
32,VILA VELHA,1236,CENTRO CASTRO ALVES DE ENSINO,"R. CURITIBA, 940",29101558,ITAPOÃ,570,336
32,VILA VELHA,1236,CENTRO CASTRO ALVES DE ENSINO,"R. CURITIBA, 940",29101558,ITAPOÃ,577,332
32,VILA VELHA,1236,CENTRO CASTRO ALVES DE ENSINO,"R. CURITIBA, 940",29101558,ITAPOÃ,582,338
32,VILA VELHA,1236,CENTRO CASTRO ALVES DE ENSINO,"R. CURITIBA, 940",29101558,ITAPOÃ,591,335
32,VILA VELHA,1236,CENTRO CASTRO ALVES DE ENSINO,"R. CURITIBA, 940",29101558,ITAPOÃ,594,343
32,VILA VELHA,1236,CENTRO CASTRO ALVES DE ENSINO,"R. CURITIBA, 940",29101558,ITAPOÃ,601,336
32,VILA VELHA,1392,COLÉGIO UP,"RUA DOS PESSEGUEIROS, 44",29107230,ITAPOÃ,234,349
32,VILA VELHA,1392,COLÉGIO UP,"RUA DOS PESSEGUEIROS, 44",29107230,ITAPOÃ,235,343
32,VILA VELHA,1392,COLÉGIO UP,"RUA DOS PESSEGUEIROS, 44",29107230,ITAPOÃ,236,348
32,VILA VELHA,1392,COLÉGIO UP,"RUA DOS PESSEGUEIROS, 44",29107230,ITAPOÃ,237,349
32,VILA VELHA,1392,COLÉGIO UP,"RUA DOS PESSEGUEIROS, 44",29107230,ITAPOÃ,238,347
32,VILA VELHA,1392,COLÉGIO UP,"RUA DOS PESSEGUEIROS, 44",29107230,ITAPOÃ,239,347
32,VILA VELHA,1392,COLÉGIO UP,"RUA DOS PESSEGUEIROS, 44",29107230,ITAPOÃ,240,346
32,VILA VELHA,1392,COLÉGIO UP,"RUA DOS PESSEGUEIROS, 44",29107230,ITAPOÃ,401,346
32,VILA VELHA,1392,COLÉGIO UP,"RUA DOS PESSEGUEIROS, 44",29107230,ITAPOÃ,402,349
